0.0,461.546,105.277,4.357,0.0001209,14.378,18.734,15.572,16.054,3.162,1.195,1.676,3.753,3.201,0.0142866463,0.21848
1.0,458.851,106.146,4.322,0.0001204,14.160,18.482,15.300,15.823,3.182,1.140,1.663,3.589,3.195,0.0142866463,0.21458
2.0,471.998,110.734,4.297,0.0001191,13.944,18.241,15.060,15.598,3.181,1.116,1.653,3.471,3.225,0.0142866463,0.21070
3.0,490.562,117.510,4.258,0.0001174,13.731,17.989,14.830,15.370,3.159,1.099,1.639,3.362,3.266,0.0130618479,0.20517
4.0,512.183,126.539,4.186,0.0001162,13.522,17.708,14.614,15.132,3.094,1.092,1.611,3.280,3.312,0.0130618479,0.19992
5.0,533.292,137.136,4.087,0.0001152,13.313,17.400,14.402,14.886,2.999,1.089,1.573,3.210,3.356,0.0120185011,0.19380
6.0,556.511,147.799,4.014,0.0001140,13.107,17.121,14.209,14.652,2.912,1.102,1.545,3.186,3.401,0.0111165798,0.18828
7.0,582.220,157.658,3.985,0.0001121,12.903,16.888,14.027,14.436,2.861,1.124,1.533,3.183,3.449,0.0102546846,0.18252
8.0,609.225,166.865,3.979,0.0001101,12.704,16.682,13.852,14.235,2.830,1.148,1.531,3.183,3.497,0.0102546846,0.17720
9.0,626.877,177.072,3.910,0.0001090,12.507,16.417,13.676,14.011,2.741,1.170,1.505,3.197,3.527,0.0094221419,0.17166
10.0,648.420,185.222,3.900,0.0001075,12.311,16.211,13.511,13.812,2.700,1.200,1.501,3.228,3.563,0.0094221419,0.16724
11.0,667.619,193.739,3.876,0.0001061,12.120,15.995,13.345,13.611,2.650,1.226,1.491,3.249,3.594,0.0086242885,0.16250
12.0,683.903,200.966,3.857,0.0001050,11.929,15.786,13.185,13.413,2.601,1.256,1.484,3.290,3.619,0.0078691296,0.15879
13.0,702.165,208.003,3.851,0.0001037,11.742,15.593,13.025,13.224,2.568,1.284,1.482,3.317,3.647,0.0078691296,0.15515
14.0,717.503,213.948,3.847,0.0001027,11.556,15.403,12.870,13.036,2.533,1.314,1.480,3.358,3.670,0.0072233753,0.15225
15.0,732.976,219.745,3.845,0.0001018,11.372,15.217,12.714,12.851,2.503,1.342,1.479,3.392,3.692,0.0072233753,0.14960
16.0,748.859,224.648,3.854,0.0001010,11.189,15.043,12.560,12.672,2.483,1.371,1.483,3.427,3.714,0.0067217150,0.14768
17.0,761.702,229.389,3.851,0.0001004,11.008,14.860,12.407,12.490,2.453,1.398,1.482,3.465,3.732,0.0067217150,0.14587
18.0,777.089,233.453,3.864,0.0000999,10.828,14.691,12.255,12.315,2.437,1.427,1.487,3.499,3.753,0.0067217150,0.14507
19.0,788.779,237.347,3.864,0.0000996,10.649,14.513,12.103,12.136,2.410,1.454,1.487,3.537,3.768,0.0062360651,0.14409
20.0,802.606,240.822,3.871,0.0000996,10.469,14.341,11.951,11.959,2.389,1.482,1.490,3.572,3.786,0.0062360651,0.14442
